T,P,S,O,D,A
55,3,4,6,0,1
4,3,4,15,0,1
55,3,4,6,0,1
131,3,4,2,0,2
58,3,3,8,0,1
13,3,4,2,0,1
15,3,3,5,0,1
493,3,4,6,0,12
42,3,4,3,0,4
36,3,5,8,0,3
372,3,4,6,1,2
715,3,4,4,1,6
14,3,4,5,0,1
6,3,4,2,0,1
15,3,4,6,0,5
108,1,4,3,0,2
46,1,4,3,0,3
77,1,2,1,0,5
312,3,4,6,1,4
208,3,4,2,0,4
14,2,4,2,0,1
11,3,4,8,0,1
85,3,4,8,0,1
13,3,4,3,0,1
5,1,3,8,0,1
142,1,4,15,1,2
178,3,5,1,0,2
14,3,5,1,0,1
19,1,4,1,0,3
251,1,2,1,0,3
2,3,4,13,0,1
12,3,4,15,0,1
5,3,4,2,0,1
11,3,4,6,0,1
12,3,5,2,0,1
6,3,5,2,0,3
14,3,4,2,0,1
103,3,4,3,1,1
986,5,7,6,0,5
1958,2,3,6,0,81
131,1,2,3,0,11
55,2,4,6,0,2
3,3,4,2,0,3
18,3,4,2,0,1
157,3,4,3,0,2
38,1,4,8,0,2
10,2,3,15,0,2
33,3,4,15,0,3
58,3,4,15,0,3
21,3,3,2,0,5
55,2,4,15,0,4
7,3,4,8,0,1
251,3,4,15,0,5
35,3,4,2,0,4
3,3,3,3,0,3
251,3,4,15,0,6
338,1,4,2,0,2
98,3,4,13,0,2
33,3,4,3,0,1
14,3,4,13,0,2
372,3,5,13,1,4
13,3,2,3,0,1
53,1,5,13,0,2
149,3,4,2,0,2
30,1,3,8,0,1
2,3,4,2,0,2
2,3,4,8,0,1
125,3,4,8,0,2
103,3,4,3,0,2
12,3,4,3,0,2
580,4,4,15,0,2
430,3,4,6,0,1
46,3,4,3,0,1
430,3,4,6,0,1
430,3,4,6,0,1
186,1,4,3,0,2
10,1,4,3,0,1
48,1,4,3,0,1
9,1,4,3,0,1
33,3,4,13,0,1
338,3,4,6,1,1
338,3,4,6,1,1
43,3,4,2,0,1
338,3,4,6,1,1
137,3,4,2,1,5
137,3,4,15,0,1
10,3,3,3,0,1
13,3,4,15,0,1
10,3,4,2,0,3
1,3,5,3,0,1
89,3,4,2,0,3
157,3,4,3,0,3
186,3,4,6,0,2
33,2,2,15,0,6
2,3,4,3,0,1
33,3,4,1,0,1
98,3,4,1,0,1
11,3,4,3,0,4
43,1,2,3,0,3
5,3,5,3,0,1
11,2,3,3,0,2
10,3,4,3,0,2
493,3,3,2,0,1
862,3,3,6,0,2
186,3,4,13,0,2
862,3,4,6,0,1
58,3,4,2,0,2
70,3,4,2,0,1
30,3,4,3,0,1
53,5,3,2,0,2
29,2,4,2,0,1
61,3,3,2,0,2
29,3,4,15,0,1
8,2,3,6,0,9
15,3,4,6,0,1
131,3,4,6,0,2
10,3,3,8,0,1
2,3,3,2,0,1
3,3,4,3,0,3
36,3,3,2,0,6
125,3,4,2,0,2
38,3,3,2,0,3
81,4,5,2,0,3
8,1,4,2,0,3
4,3,4,2,0,5
11,1,2,15,0,2
67,3,4,8,0,1
74,1,4,3,0,2
862,3,4,3,0,1
1,1,4,4,0,1
372,2,4,3,0,2
18,3,4,2,0,2
10,3,4,2,0,1
1264,2,4,6,0,3
3,3,4,13,0,1
149,4,4,6,0,3
7,3,4,2,0,1
267,1,4,2,0,4
29,3,3,3,0,3
2,3,5,2,0,2
580,2,3,6,0,4
30,3,4,4,0,1
21,3,4,6,0,1
8,3,4,3,0,3
46,3,3,2,0,4
580,3,4,2,0,4
715,3,4,15,0,1
8,3,4,3,0,4
3,3,3,6,0,2
8,3,2,2,0,3
1264,3,4,5,0,8
223,3,4,2,0,2
7,3,3,3,0,1
48,3,4,15,0,1
157,1,3,2,0,8
125,3,4,6,0,8
312,3,2,2,0,11
70,2,4,15,0,2
77,3,3,2,0,3
98,4,4,6,1,1
103,3,4,6,0,1
165,1,4,6,0,5
67,3,5,3,0,1
6,3,4,2,0,4
3,3,4,2,0,1
7,3,4,2,0,1
81,1,4,13,0,1
33,2,4,3,0,8
493,1,4,6,1,7
85,3,4,8,0,1
286,3,4,6,1,1
11,3,4,6,0,6
27,1,4,6,0,4
27,1,7,6,0,6
14,3,4,2,0,1
27,1,4,6,0,3
372,3,7,6,0,3
580,2,3,13,0,1
5,1,4,13,0,1
20,2,3,2,0,1
103,4,4,15,0,1
27,3,3,2,0,3
22,1,2,6,0,13
8,1,4,6,0,1
89,3,2,2,0,1
157,5,3,8,0,4
55,3,4,7,0,3
64,3,4,2,0,3
5,3,4,9,0,2
6,3,4,13,0,1
8,3,2,2,0,2
715,4,4,5,0,2
5,3,2,2,0,1
286,3,4,13,0,1
6,3,4,8,0,1
312,3,5,2,0,1
113,3,4,6,0,1
2,3,2,8,0,1
26,3,4,6,0,1
23,5,2,13,0,2
10,2,3,8,0,4
5,3,3,2,0,7
40,4,5,2,0,1
13,3,4,13,0,1
165,2,4,2,0,4
53,3,4,8,0,1
6,3,4,8,0,1
178,1,4,2,0,5
208,2,4,2,0,5
197,1,1,2,0,4
493,1,4,2,1,5
70,3,3,8,0,1
715,3,7,2,0,4
33,3,4,2,0,4
33,3,4,2,0,4
125,3,4,13,0,3
119,3,4,15,1,1
15,3,4,15,0,3
5,2,2,13,0,1
8,3,4,13,0,1
7,1,2,2,0,1
165,3,4,15,0,1
10,3,6,4,0,2
14,3,4,2,0,2
25,3,4,2,0,1
42,3,4,2,0,2
103,2,4,3,0,1
20,3,4,6,0,2
142,3,4,2,0,3
3,1,2,6,0,2
715,2,4,3,0,2
9,3,4,13,0,2
13,3,3,2,0,4
61,3,4,3,0,2
18,2,2,2,0,3
26,1,4,3,0,1
3,3,4,3,0,1
137,1,3,8,0,1
223,3,4,2,0,1
46,3,4,8,0,1
38,1,4,8,0,1
4,3,4,8,0,1
89,3,4,2,0,3
4,1,2,2,0,5
58,3,4,2,0,3
70,3,4,8,0,1
5,3,4,2,0,1
43,2,6,2,0,1
4,3,4,3,0,2
2,3,4,15,0,1
2,1,4,15,0,1
197,3,4,15,0,1
8,1,4,6,0,4
3,2,6,6,0,1
43,4,4,15,0,2
5,3,4,8,0,1
53,3,4,15,0,1
2,3,4,2,0,2
70,3,4,15,0,1
43,3,4,2,0,2
5,3,4,3,0,3
2,3,4,15,0,1
2,3,4,15,0,1
113,3,4,6,0,3
8,3,2,3,0,12
103,3,1,6,0,4
3,3,3,15,0,1
493,3,4,6,0,1
113,3,4,3,0,2
4,3,4,15,0,3
33,3,4,15,0,2
15,1,4,2,0,1
23,3,4,4,0,1
9,3,4,15,0,1
35,3,4,8,0,1
986,3,4,2,0,6
165,3,4,4,0,2
81,3,4,2,1,2
46,3,3,1,0,4
119,3,4,2,0,3
30,1,3,2,0,3
2,3,6,2,0,1
4,2,3,6,0,1
3,3,4,3,0,3
286,3,5,3,0,5
2,1,2,2,0,4
10,3,4,2,0,1
4,1,4,15,0,4
3,1,3,4,0,3
10,3,4,15,0,1
15,3,3,6,0,3
2,3,4,13,0,2
3,3,3,8,0,1
20,3,4,13,0,1
3,3,3,8,0,1
157,3,4,3,0,8
2,1,3,3,0,5
67,3,3,6,0,3
64,3,4,15,0,3
3,3,3,8,0,1
6,3,2,2,0,1
3,1,2,1,0,2
338,3,7,6,0,2
178,3,7,6,0,1
125,3,4,4,1,3
1,3,4,8,0,1
15,3,4,3,0,1
7,3,4,13,0,2
50,3,5,6,0,1
10,2,4,1,0,1
2,3,4,13,0,1
42,3,4,8,0,3
7,3,4,15,0,1
251,3,4,15,0,6
1,3,3,1,0,3
2,2,4,1,0,1
1,3,4,1,0,1
286,3,4,1,0,4
2,3,4,2,0,2
16,3,4,2,0,1
7,3,4,1,0,3
2,3,2,1,0,4
36,3,4,2,0,1
2,3,4,1,0,3
119,3,4,2,0,1
46,3,4,2,0,2
8,3,3,3,0,3
3,3,3,8,0,3
7,3,2,3,0,3
251,3,4,3,0,4
239,3,4,3,0,4
197,3,4,3,0,4
312,3,4,3,0,5
430,3,4,3,0,5
64,4,4,3,0,4
14,3,4,10,0,1
3,2,2,15,0,2
2,1,4,6,0,1
125,3,4,15,0,5
21,3,4,3,0,4
239,3,4,4,0,1
14,3,3,13,0,4
142,3,4,13,0,1
3,3,4,3,0,3
2,1,2,6,0,2
5,3,4,3,0,3
4,3,4,3,0,2
50,3,4,6,0,4
3,3,4,3,0,2
14,3,4,3,0,2
131,3,4,3,0,4
286,1,4,6,0,5
5,3,4,3,0,3
4,2,4,6,0,3
5,3,4,3,0,2
6,2,4,2,0,11
6,3,4,2,0,3
94,2,4,6,0,3
64,1,4,6,0,1
3,1,4,1,0,2
157,2,3,6,0,6
208,3,5,4,0,4
98,2,4,1,0,3
2,3,4,3,0,3
2,1,4,6,0,1
5,3,4,6,0,3
20,3,4,2,0,3
157,3,4,15,0,3
2,3,3,13,0,3
38,3,3,2,0,6
38,2,3,2,0,6
2,3,3,2,0,5
8,3,3,13,0,1
137,3,7,15,0,2
25,3,4,13,0,3
14,3,4,15,0,2
125,3,4,13,0,4
21,2,4,15,0,1
36,3,4,8,0,3
42,1,2,13,0,4
2,3,4,2,0,4
165,3,4,4,0,3
81,3,4,6,0,3
64,1,1,6,0,2
35,3,4,2,0,3
8,3,4,2,0,2
26,3,4,2,0,4
186,3,4,6,0,4
3,3,2,4,0,8
312,1,4,6,2,4
61,3,4,2,0,3
22,3,4,8,0,7
6,3,4,2,0,1
26,3,3,2,0,6
19,4,4,2,0,2
2,3,4,2,0,2
10,2,3,2,0,5
48,3,4,8,0,5
21,3,4,6,0,4
19,3,4,2,0,3
3,3,4,7,0,3
1,1,4,5,0,2
178,3,4,8,0,1
1,3,4,2,0,2
12,3,4,2,0,3
4,3,4,8,0,4
36,1,4,8,0,1
36,3,4,6,0,3
125,3,4,3,0,4
1,3,4,8,0,1
13,3,4,2,0,2
85,1,3,8,0,1
21,3,3,6,0,4
5,1,4,6,0,6
2,3,4,1,0,2
61,3,3,19,0,3
12,3,3,7,0,2
85,3,5,3,0,1
42,3,3,1,0,5
372,3,5,3,0,4
40,3,4,6,0,5
6,4,4,2,0,1
149,3,4,15,0,1
26,4,4,3,0,1
42,5,3,13,0,2
103,3,5,13,0,2
338,3,4,6,0,3
20,1,4,6,0,1
251,2,4,15,1,4
85,1,3,15,0,3
70,1,4,6,0,3
715,3,7,6,0,6
119,3,1,2,0,5
48,3,4,6,0,2
6,3,3,13,0,1
61,3,4,3,0,6
186,3,4,3,0,1
5,1,3,4,0,4
6,3,5,15,0,1
8,3,2,2,0,2
61,3,4,6,0,3
40,3,4,1,0,2
77,1,2,6,0,1
35,3,2,1,0,2
2,1,2,1,0,1
239,3,4,2,0,4
22,1,2,8,0,4
165,3,4,2,0,1
48,3,4,2,0,2
22,3,3,3,0,1
20,3,3,6,0,1
430,3,4,3,0,2
286,1,3,6,3,5
77,3,4,2,0,2
22,1,2,13,0,4
1,3,3,15,0,1
208,3,4,8,0,3
67,3,4,2,1,2
67,3,4,5,0,2
223,3,4,3,0,2
312,3,4,4,0,2
27,3,4,2,0,2
50,3,4,2,0,2
1958,1,7,6,33,156
5,3,5,3,0,2
1264,1,2,6,0,8
4,3,3,13,0,1
862,3,3,6,1,4
7,3,4,4,0,2
2,3,4,4,0,1
1,1,4,2,0,2
2,1,2,1,0,2
5,3,2,3,0,1
40,3,4,1,0,5
85,3,4,4,0,3
36,3,4,6,0,3
55,3,4,2,0,3
20,3,4,3,0,5
108,3,4,1,0,1
42,3,2,1,0,4
40,3,4,1,0,4
40,3,2,1,0,4
208,3,4,6,0,4
13,3,4,1,0,1
186,3,4,1,0,1
5,3,4,6,0,2
15,3,4,6,0,2
20,3,4,8,0,3
18,3,4,3,0,2
38,3,4,3,0,2
38,3,5,3,0,1
157,3,4,3,0,3
2,3,4,8,0,5
119,3,4,15,0,2
20,3,4,3,0,2
1,3,3,13,0,1
81,3,3,13,0,1
4,3,5,2,0,2
6,3,3,13,0,1
19,1,4,15,0,4
3,1,2,3,0,1
4,1,2,13,0,3
19,4,5,15,0,2
74,3,5,2,0,2
7,3,3,2,0,2
42,3,5,2,0,1
267,3,5,15,0,1
149,3,7,6,0,5
22,1,2,15,0,5
197,2,4,8,0,3
165,2,4,8,0,2
4,3,6,6,0,1
18,2,4,3,0,3
223,3,7,6,0,3
125,3,4,15,0,3
67,2,4,6,0,2
55,3,4,3,0,3
430,3,4,6,0,4
61,3,4,6,0,3
4,1,4,6,0,2
197,3,4,2,0,4
186,3,4,13,0,4
312,2,4,13,0,5
11,3,4,2,0,1
7,3,4,6,0,3
3,3,4,8,0,3
103,3,2,8,0,3
2,3,4,4,0,1
137,3,5,4,0,1
108,3,5,4,0,1
493,4,6,13,0,6
40,3,5,4,0,1
64,3,5,4,0,1
251,2,5,6,0,3
10,3,6,4,0,1
119,3,6,6,0,1
19,1,4,4,0,1
74,3,4,13,0,1
35,3,6,4,0,2
42,2,4,6,0,1
14,2,5,6,0,2
119,1,2,4,0,3
42,3,4,6,0,2
715,3,4,4,0,4
862,3,4,2,2,5
14,3,4,4,0,1
4,3,4,13,0,1
11,3,4,3,0,3
55,3,4,4,0,2
11,3,4,2,0,7
178,3,4,6,0,1
186,3,4,6,0,1
1264,1,4,6,0,2
10,3,3,13,0,1
81,2,4,13,0,1
55,3,4,13,0,1
13,2,4,2,0,4
1,3,3,2,0,3
14,1,2,3,0,1
35,1,3,2,0,4
94,4,4,2,0,3
2,3,4,15,0,2
16,3,2,15,0,3
40,2,4,2,0,1
81,3,4,2,0,1
94,2,3,15,0,2
18,3,3,15,0,2
2,1,2,2,0,5
430,2,4,8,0,3
113,3,5,2,0,2
3,3,4,3,0,1
38,3,4,3,0,1
13,3,4,3,0,1
3,3,3,17,0,4
13,1,4,8,0,2
10,3,4,3,0,5
10,3,5,4,0,1
42,3,4,8,0,2
165,3,4,13,0,1
119,3,4,6,0,4
2,3,4,3,0,1
74,3,4,2,0,2
1,3,4,13,0,1
197,3,4,6,0,4
2,3,4,15,0,1
18,3,4,2,0,1
8,3,4,3,0,1
8,1,4,2,0,1
30,3,7,6,0,1
3,1,4,6,0,4
1,3,4,2,0,2
267,1,3,13,0,5
64,3,4,2,0,2
67,3,4,13,0,4
208,2,4,13,0,5
11,3,4,8,0,1
178,2,1,13,0,4
14,3,4,8,0,1
18,1,2,8,0,3
239,2,4,8,1,4
178,3,4,13,0,4
186,3,4,13,0,4
186,2,3,2,0,5
14,1,2,15,0,5
3,3,3,2,0,2
493,1,2,13,0,4
113,3,4,3,0,2
21,1,4,3,0,1
2,3,3,15,0,4
16,2,4,15,0,6
312,3,2,13,0,4
38,3,4,8,0,2
7,3,4,6,0,1
14,3,4,6,0,1
70,3,4,13,0,3
53,3,4,2,0,1
137,3,4,1,0,4
61,3,4,2,0,1
239,1,3,13,0,4
239,1,1,13,0,6
239,1,3,13,0,4
580,2,3,2,0,4
1,3,2,12,0,2
53,3,5,13,0,2
16,3,4,6,0,1
1,3,4,2,0,2
3,3,4,10,0,2
493,3,3,13,1,7
74,3,5,8,0,3
8,3,2,2,0,1
14,3,3,6,0,6
38,2,2,6,0,4
15,3,2,3,0,3
14,3,4,2,0,3
113,3,4,2,0,2
81,1,3,6,3,7
113,3,4,2,0,2
131,3,4,8,0,2
142,3,5,15,0,2
14,2,3,8,0,1
42,5,3,5,0,1
27,2,3,6,0,2
23,2,4,8,0,1
33,3,4,13,0,3
8,3,4,1,0,2
157,3,4,2,0,5
64,3,4,2,0,1
149,3,4,3,0,1
58,3,4,2,0,2
137,3,4,2,0,3
64,3,4,6,0,1
178,3,4,6,0,2
251,2,4,3,0,3
89,3,1,2,0,3
35,3,4,6,0,2
64,3,3,2,0,8
36,3,2,8,0,3
165,3,3,15,0,3
312,2,3,6,0,7
18,3,6,2,0,1
157,3,5,2,0,1
14,2,4,6,0,7
10,3,4,8,0,1
14,2,4,6,0,7
1,3,2,3,0,2
9,3,3,3,0,1
14,3,4,8,0,1
3,3,4,6,0,3
21,3,2,6,0,2
13,3,4,6,0,2
12,3,2,6,0,4
61,3,2,15,0,3
119,3,2,15,0,2
986,2,2,20,2,19
36,3,4,15,0,1
239,3,6,8,0,3
27,3,4,1,0,1
7,3,3,1,0,1
142,3,3,3,0,6
35,3,4,15,0,3
58,3,4,2,0,2
30,3,4,1,0,1
113,3,4,4,0,2
113,3,4,4,0,2
85,3,4,15,0,2
9,3,2,8,0,6
43,3,3,13,0,4
493,3,4,1,0,2
312,3,4,8,1,5
14,3,3,1,0,2
338,3,4,6,1,6
165,3,4,8,0,2
61,1,4,6,0,2
7,2,3,2,0,2
27,3,4,1,0,1
13,3,4,2,0,1
239,3,6,2,0,2
142,3,4,2,0,1
312,2,1,15,0,4
1,3,7,15,0,3
33,3,4,3,0,2
13,3,4,2,0,1
251,3,4,15,0,4
33,3,4,6,0,4
22,1,3,2,0,3
119,2,4,8,1,1
286,3,4,15,1,8
14,3,2,2,0,3
40,3,4,5,0,1
715,1,4,6,1,17
7,1,4,15,0,1
29,3,4,6,0,1
89,2,4,6,1,2
43,3,4,4,0,5
89,1,4,6,1,2
2,3,4,2,0,1
131,3,4,1,0,5
580,2,3,13,0,1
58,3,4,6,0,1
8,3,2,3,0,1
38,3,4,8,0,2
27,3,3,3,0,2
223,3,7,8,1,4
11,3,2,8,0,1
286,2,7,15,0,2
5,3,4,6,0,2
286,2,7,6,0,3
23,3,3,2,0,6
2,3,4,8,0,1
21,3,4,3,0,1
430,3,4,6,0,1
77,3,4,3,0,4
55,2,3,8,0,2
2,3,3,19,0,1
70,3,4,2,0,3
4,3,4,13,0,1
4,3,4,8,0,1
70,3,4,8,0,2
4,2,5,13,0,1
8,3,2,13,0,1
2,1,4,8,0,2
26,3,2,3,0,2
7,3,5,2,0,1
10,3,4,8,0,2
11,3,4,8,0,1
7,3,4,15,0,1
2,3,4,3,0,3
14,3,4,1,0,4
27,1,4,8,0,5
108,3,4,2,0,1
8,2,4,3,0,5
14,3,2,2,0,2
5,1,3,2,0,1
149,3,4,2,1,3
312,3,4,8,0,4
715,2,4,6,1,11
125,3,4,6,0,7
108,3,4,2,0,2
89,3,4,8,0,2
125,2,4,13,0,1
14,3,4,13,0,1
11,2,4,6,0,1
27,3,2,2,0,1
33,3,4,15,0,1
11,3,4,13,0,1
38,3,4,4,0,2
50,3,5,3,0,1
3,3,4,13,0,1
149,3,4,3,0,1
149,3,2,13,0,1
33,1,4,3,0,1
108,3,4,4,0,2
33,3,4,3,0,6
108,3,4,2,0,2
223,1,2,6,0,1
5,3,4,2,0,2
77,1,4,2,0,3
157,3,3,2,0,1
4,3,4,2,0,1
4,3,4,2,0,1
580,2,3,6,0,1
19,3,4,1,0,1
1,3,4,13,0,1
13,3,4,13,0,1
70,1,3,13,0,4
6,3,4,13,0,1
3,3,4,3,0,1
10,3,4,3,0,1
580,2,3,3,2,19
6,2,2,13,0,2
16,3,4,3,0,1
33,3,5,3,0,1
2,3,5,3,0,1
2,3,5,3,0,1
74,3,4,8,0,2
108,3,4,3,0,2
1264,3,4,3,1,7
10,1,3,3,0,1
312,3,5,6,0,1
223,3,3,2,2,5
286,3,4,13,0,1
1,3,4,3,0,1
223,3,4,2,0,2
2,3,4,6,0,2
15,3,3,2,0,1
10,3,3,2,0,1
108,3,4,3,0,1
8,4,4,2,0,1
5,2,4,2,0,4
10,3,3,2,0,3
1264,3,4,2,0,3
10,3,2,2,0,4
4,3,4,2,0,1
149,3,4,13,0,5
70,3,4,6,0,1
6,3,4,8,0,1
5,3,4,13,0,2
2,1,4,3,0,1
9,1,3,4,0,4
267,3,4,3,0,1
108,3,4,8,0,2
3,3,2,13,0,2
8,3,3,15,0,4
5,2,4,6,0,4
4,3,2,15,0,1
2,3,3,3,0,2
8,3,3,3,0,3
119,3,4,3,0,4
1,3,4,4,0,1
36,3,4,4,0,1
3,3,4,4,0,1
2,3,4,6,0,4
715,1,2,6,0,2
286,3,4,8,0,2
286,3,4,6,0,1
58,3,4,3,0,3
186,3,4,6,0,3
8,3,4,13,0,1
2,3,4,3,0,2
22,3,4,3,0,2
1264,2,4,6,0,4
74,3,4,2,0,2
7,1,4,15,0,1
108,3,3,6,0,8
1264,1,4,6,0,5
1264,2,4,2,0,5
27,3,4,6,0,2
50,3,5,13,0,1
30,3,4,6,0,1
46,2,4,3,0,3
142,3,3,6,0,4
6,3,4,13,0,1
10,3,3,15,0,1
21,3,2,3,0,6
10,3,4,2,0,4
267,3,4,2,0,3
108,3,4,2,0,7
1264,4,7,6,2,6
89,3,4,7,0,4
715,4,7,6,2,3
77,3,4,1,0,4
113,3,7,6,0,2
3,2,4,2,0,1
8,3,4,8,0,1
6,3,4,2,0,6
58,3,5,13,0,1
15,3,5,3,0,1
64,3,2,2,0,1
137,3,4,3,0,1
58,3,1,6,0,4
25,3,4,6,0,1
6,1,4,6,0,2
25,3,3,2,0,2
6,3,3,1,0,4
6,2,3,3,0,3
67,3,2,8,0,2
22,3,4,13,0,2
6,2,2,8,0,2
25,3,4,15,0,1
239,2,2,8,0,11
1,1,4,2,0,1
186,3,4,7,0,3
5,3,5,8,0,1
48,3,3,8,0,2
25,3,4,3,0,1
6,3,4,6,0,1
372,2,3,6,0,4
12,3,4,8,0,1
55,2,3,2,0,3
46,1,2,2,0,3
48,3,4,3,1,4
2,3,3,3,0,2
131,3,4,3,0,1
2,2,2,3,0,4
26,3,4,2,0,6
19,2,3,8,0,2
5,3,3,6,0,1
8,3,4,3,0,3
3,3,4,3,0,6
178,2,4,6,0,2
108,3,4,1,0,1
14,3,4,4,0,1
18,3,4,2,0,1
165,3,4,2,0,2
33,3,4,3,0,2
312,3,4,3,0,4
6,3,4,1,0,5
64,5,7,1,0,8
27,3,4,6,0,3
13,3,4,15,0,3
186,3,4,4,1,2
48,2,2,15,0,8
493,3,4,8,0,2
11,3,4,2,0,3
131,3,3,15,0,5
22,1,4,2,0,5
5,3,4,2,0,4
5,3,2,2,0,1
1,3,4,2,0,1
5,3,4,2,0,2
142,3,4,13,0,2
2,3,2,2,0,8
50,3,2,3,0,2
3,1,2,2,0,3
5,3,7,15,0,1
131,3,4,2,0,2
53,3,3,6,0,1
223,3,3,2,0,6
208,3,3,2,1,5
70,3,4,2,0,6
10,3,4,2,0,3
197,2,4,8,0,4
430,2,4,8,0,2
74,1,1,6,0,3
53,3,1,15,0,7
46,3,3,15,0,7
142,2,4,8,1,4
178,1,1,8,0,2
4,1,2,8,0,2
186,3,4,8,0,1
53,3,4,6,0,4
61,3,4,13,0,3
25,3,4,2,0,3
94,1,4,15,0,5
70,2,4,13,0,1
42,3,4,4,0,1
25,3,4,2,0,1
157,3,4,2,0,3
6,3,4,3,0,4
430,3,4,3,0,1
2,3,2,8,0,1
14,3,2,8,0,1
26,3,2,6,0,2
2,3,4,8,0,3
2,3,4,8,0,1
3,3,4,6,0,1
5,3,4,2,0,1
1,3,4,3,0,3
8,1,2,2,0,3
13,3,4,6,0,2
2,3,7,2,0,1
267,2,4,6,0,3
2,1,4,3,0,8
77,3,4,15,0,1
81,3,4,3,0,4
40,3,3,13,0,2
27,3,2,2,0,1
5,3,4,15,0,4
3,3,3,2,0,1
10,3,5,2,0,1
108,3,6,2,0,1
48,2,5,6,0,1
3,1,3,2,0,4
1,3,4,2,0,1
157,1,2,15,0,2
21,3,4,15,0,2
113,3,4,2,0,7
197,3,4,2,0,4
19,3,4,3,0,2
46,3,5,2,0,1
131,3,5,15,0,1
2,2,4,2,0,2
3,1,2,2,0,2
2,3,4,3,0,1
3,3,2,2,0,2
81,3,4,2,0,4
11,3,4,2,0,3
8,2,5,8,0,2
1,2,4,2,0,1
165,2,7,2,0,6
4,3,3,1,0,3
67,3,4,3,0,4
3,3,4,6,0,2
22,3,4,13,0,2
142,1,4,6,0,3
3,3,4,13,0,1
715,3,4,6,0,6
64,3,4,2,0,4
430,3,3,15,0,4
58,3,5,13,0,2
3,3,3,2,0,1
7,3,4,2,0,9
7,3,4,2,0,7
25,3,4,13,0,2
23,5,3,13,0,1
94,3,4,2,0,3
3,1,2,2,0,3
94,2,4,2,0,3
3,1,2,2,0,5
3,1,2,3,0,12
1,1,3,15,0,4
165,3,4,13,0,2
2,3,2,13,0,1
197,3,4,13,0,3
64,3,5,13,0,1
1,3,4,13,0,1
119,3,4,2,0,2
1,3,5,2,0,1
85,3,4,2,0,4
372,4,4,2,0,1
14,3,4,15,0,1
178,2,4,6,0,1
131,3,4,15,0,3
7,3,4,13,0,1
1,3,2,1,0,1
108,3,4,2,0,1
239,2,2,2,0,2
89,3,4,2,0,2
21,3,4,2,0,2
10,3,4,2,0,2
36,3,5,2,0,1
53,3,4,15,0,1
119,3,4,6,0,2
312,3,4,6,1,2
50,3,4,4,0,1
2,3,4,15,0,1
286,3,5,6,2,4
15,3,4,4,0,2
715,3,2,6,1,31
986,1,7,6,0,2
3,1,2,3,0,8
119,3,4,2,0,2
70,3,4,3,0,1
6,1,4,1,0,3
1,3,4,2,0,4
108,2,2,2,1,3
108,2,2,2,1,3
21,2,2,2,0,3
2,2,4,2,0,3
338,3,4,2,0,5
6,3,4,2,0,3
223,3,4,15,0,1
131,1,5,8,0,4
2,3,4,6,0,3
137,5,4,3,0,3
312,3,4,2,7,5
9,1,4,2,0,2
3,3,2,6,0,1
14,3,4,15,0,4
48,3,4,2,0,2
30,3,3,21,0,1
22,3,4,2,0,3
338,3,4,2,0,3
2,2,4,6,0,1
1,3,3,3,0,4
20,3,2,6,0,1
862,3,4,6,0,1
493,3,7,6,0,2
1,3,7,6,0,1
21,1,4,15,0,1
3,1,4,4,0,2
74,3,4,6,0,1
7,3,3,8,0,1
142,3,4,2,0,2
2,3,4,2,0,2
18,3,2,8,0,3
6,4,4,2,0,1
3,3,4,2,0,2
1,3,2,8,0,1
157,3,3,6,0,2
137,3,4,6,0,2
20,2,4,2,1,1
6,1,4,2,0,1
338,3,3,15,0,2
21,3,4,15,0,2
3,1,4,15,0,1
715,2,3,6,0,1
38,3,4,2,0,6
74,3,4,3,0,2
43,3,4,3,0,2
1,3,4,13,0,2
20,3,4,13,0,1
94,3,4,13,0,2
19,3,4,13,0,1
70,3,4,13,0,1
2,2,3,4,0,5
43,3,4,13,0,1
142,2,3,6,0,2
61,3,4,2,1,5
13,3,4,1,0,9
61,3,4,6,0,3
20,3,4,2,0,5
1,2,3,13,0,3
149,1,3,2,0,9
1,3,3,15,0,4
267,2,3,8,0,4
113,3,4,3,1,5
23,2,2,15,0,4
267,3,7,8,0,4
2,3,4,6,0,3
5,1,2,4,0,4
5,3,3,6,0,4
50,3,3,15,0,4
70,3,4,3,0,3
38,3,4,2,0,4
1,3,3,11,0,2
5,3,4,6,0,3
2,3,4,6,0,3
1,3,3,2,0,2
43,1,4,3,0,3
8,3,5,2,0,1
113,3,4,6,0,5
26,3,4,8,0,2
19,2,4,8,0,2
178,3,2,2,0,2
1264,3,4,6,1,64
2,1,4,8,0,3
18,2,4,15,0,3
36,3,4,13,0,2
35,3,4,13,0,2
1958,3,7,6,0,18
1264,3,7,15,0,3
286,2,5,2,0,4
137,3,4,15,0,1
251,1,5,2,0,1
12,1,3,2,0,5
19,1,4,6,0,2
239,3,4,6,0,1
94,3,4,13,0,1
580,2,4,8,0,3
715,3,4,2,0,2
580,4,4,8,1,6
14,2,2,2,0,8
2,3,4,15,0,3
2,3,3,3,0,4
35,3,3,6,0,4
23,3,4,13,0,2
149,3,4,2,0,1
119,3,4,15,0,4
119,3,3,2,0,1
22,3,1,3,0,3
98,1,1,2,0,2
1,2,3,15,0,3
50,4,3,6,0,3
4,3,1,3,0,7
15,1,1,2,0,2
48,3,4,15,0,1
43,1,4,6,0,4
19,2,4,15,0,3
1,3,4,2,0,3
15,1,1,3,0,2
64,3,4,6,0,1
20,2,2,4,0,4
372,3,4,6,0,5
